transaction_id,from_id,to_id,amount,timestamp,transaction_type,sender_country,receiver_country,description,suspicious_flag
T002235,E0036,E0793,442.26,2024-06-03 04:06:46,Payment,Saudi Arabia,Honduras,High above air her.,False
T002236,E0797,E0293,555.15,2024-12-19 23:09:15,Cash Deposit,Mauritius,Tanzania,Cash Deposit #2236,False
T002237,E0101,E0136,211.55,2024-11-28 11:32:47,Cash Deposit,Chad,Liberia,Cash Deposit #2237,False
T002238,E0612,E0996,56.0,2024-06-02 17:57:00,Wire Transfer,Syrian Arab Republic,Timor-Leste,Wire Transfer #2238,False
T002239,E0059,E0962,38.48,2024-08-26 01:37:51,Cash Deposit,Saint Martin,Azerbaijan,Cash Deposit #2239,False
T002240,E0184,E0901,469.57,2024-01-05 12:58:23,Payment,Iraq,Tonga,Appear once former idea pass.,False
T002241,E0897,E0407,1783.92,2024-06-17 14:49:44,Payment,Reunion,Bermuda,Country loss theory live.,False
T002242,E0544,E0024,813.26,2024-12-08 19:02:35,Wire Transfer,Saint Kitts and Nevis,Tokelau,Wire Transfer #2242,False
T002243,E0374,E0476,189.03,2024-10-24 22:44:26,Wire Transfer,Equatorial Guinea,Ireland,Wire Transfer #2243,False
T002244,E0558,E0029,323.04,2024-05-20 12:58:38,Wire Transfer,French Guiana,Liberia,Wire Transfer #2244,False
T002245,E0537,E0070,340.64,2024-10-31 16:55:57,Cash Deposit,British Virgin Islands,Heard Island and McDonald Islands,Cash Deposit #2245,False
T002246,E0724,E0414,579.93,2024-01-23 23:41:55,Cash Deposit,Tanzania,Slovakia (Slovak Republic),Cash Deposit #2246,False
T002247,E0370,E0152,432.92,2024-06-30 13:49:25,Wire Transfer,Azerbaijan,Barbados,Wire Transfer #2247,False
T002248,E0917,E0492,664.62,2024-10-12 05:00:55,Cash Deposit,Vanuatu,Estonia,Cash Deposit #2248,False
T002249,E0072,E0204,134.01,2024-08-19 20:05:21,Payment,Tunisia,Russian Federation,East long plan point ask.,False
T002250,E0514,E0863,394.7,2024-11-23 21:14:42,Wire Transfer,Slovenia,Ghana,Wire Transfer #2250,False
T002251,E0245,E0693,90.84,2024-01-18 01:02:00,Cash Deposit,Cocos (Keeling) Islands,Thailand,Cash Deposit #2251,False
T002252,E0791,E0524,2492.19,2024-03-05 16:03:05,Cash Deposit,Israel,Nicaragua,Cash Deposit #2252,False
T002253,E0675,E0903,24.21,2024-07-20 06:23:53,Payment,France,Canada,Minute fill body.,False
T002254,E0624,E0634,794.72,2024-01-14 19:24:08,Cash Deposit,Cuba,Mexico,Cash Deposit #2254,False
T002255,E0642,E0967,3146.62,2024-12-03 14:23:09,Payment,Seychelles,Lithuania,Realize point candidate father able rest.,False
T002256,E0566,E0035,295.21,2024-09-10 12:48:06,Cash Deposit,Dominican Republic,Mongolia,Cash Deposit #2256,False
T002257,E0936,E0843,1648.84,2024-06-18 23:55:03,Payment,Belgium,Moldova,Course result material per baby.,False
T002258,E0427,E0563,1864.38,2024-03-08 10:10:21,Cash Deposit,Finland,Madagascar,Cash Deposit #2258,False
T002259,E0055,E0278,1388.38,2024-11-04 08:34:07,Wire Transfer,Jersey,Mexico,Wire Transfer #2259,False
T002260,E0533,E0225,346.73,2024-07-14 17:29:46,Cash Deposit,Marshall Islands,Serbia,Cash Deposit #2260,False
T002261,E0469,E0319,882.2,2024-11-06 01:55:27,Wire Transfer,Cyprus,Lao People's Democratic Republic,Wire Transfer #2261,False
T002262,E0203,E0211,83.73,2024-10-28 16:58:58,Cash Deposit,Venezuela,Switzerland,Cash Deposit #2262,False
T002263,E0425,E0073,1628.04,2024-10-05 17:58:24,Wire Transfer,Mongolia,Egypt,Wire Transfer #2263,False
T002264,E0849,E0228,678.63,2024-03-06 16:19:02,Cash Deposit,Sudan,Guinea,Cash Deposit #2264,False
T002265,E0085,E0762,157.24,2024-07-23 11:08:43,Cash Deposit,Nicaragua,Bhutan,Cash Deposit #2265,False
T002266,E0686,E0733,11289.39,2024-04-04 15:12:18,Payment,Mali,Christmas Island,Sell away work half market some.,False
T002267,E0288,E0983,65.97,2024-05-21 12:20:19,Cash Deposit,Slovenia,Malawi,Cash Deposit #2267,False
T002268,E0533,E0177,207.64,2024-04-19 09:30:26,Cash Deposit,Marshall Islands,Cambodia,Cash Deposit #2268,False
T002269,E0776,E0732,998.9,2024-09-03 01:28:18,Cash Deposit,Comoros,Chile,Cash Deposit #2269,False
T002270,E0742,E0409,1106.54,2024-10-12 09:19:07,Cash Deposit,Iraq,Marshall Islands,Cash Deposit #2270,False
T002271,E0997,E0637,790.03,2024-09-23 06:26:29,Cash Deposit,Cameroon,Tonga,Cash Deposit #2271,False
T002272,E0708,E0784,2940.5,2024-06-09 09:58:36,Wire Transfer,Guernsey,Saudi Arabia,Wire Transfer #2272,False
T002273,E0979,E0373,370.78,2024-12-01 17:14:08,Payment,Panama,Cocos (Keeling) Islands,Job gun here.,False
T002274,E0702,E0129,874.33,2024-08-13 04:09:30,Cash Deposit,Venezuela,Samoa,Cash Deposit #2274,False
T002275,E0514,E0167,500.63,2024-05-25 00:17:59,Wire Transfer,Slovenia,Myanmar,Wire Transfer #2275,False
T002276,E0359,E0719,50.33,2024-01-04 14:29:21,Payment,Bhutan,Croatia,Direction blood defense fly argue next.,False
T002277,E0939,E0702,1936.11,2024-04-19 18:07:21,Payment,Marshall Islands,Venezuela,Business you man involve election defense.,False
T002278,E0247,E0392,608.18,2024-12-11 07:00:55,Wire Transfer,France,Zambia,Wire Transfer #2278,False
T002279,E0658,E0933,326.9,2024-08-06 02:21:02,Payment,Falkland Islands (Malvinas),Romania,Smile fine poor.,False
T002280,E0140,E0094,1786.17,2024-09-08 13:54:23,Payment,Maldives,Mongolia,Those sense must news whole every.,False
T002281,E0879,E0491,96.27,2024-11-25 07:58:49,Wire Transfer,Botswana,Saint Kitts and Nevis,Wire Transfer #2281,False
T002282,E0914,E0008,416.25,2024-10-04 08:54:49,Cash Deposit,El Salvador,Honduras,Cash Deposit #2282,False
T002283,E0445,E0791,739.39,2024-05-19 21:39:27,Payment,Thailand,Israel,Resource same adult situation onto store.,False
T002284,E0824,E0924,199.83,2024-06-12 03:57:02,Wire Transfer,Falkland Islands (Malvinas),Estonia,Wire Transfer #2284,False
T002285,E0994,E0611,78.99,2024-08-17 18:20:30,Wire Transfer,Korea,Bermuda,Wire Transfer #2285,False
T002286,E0403,E0387,98.35,2024-04-29 17:39:42,Cash Deposit,Angola,Monaco,Cash Deposit #2286,False
T002287,E0528,E0121,1243.27,2024-02-17 12:16:24,Wire Transfer,Philippines,Fiji,Wire Transfer #2287,False
T002288,E0304,E0448,686.13,2024-12-17 23:40:05,Payment,Greece,Taiwan,Season ago picture democratic trade.,False
T002289,E0914,E0850,127.72,2024-05-24 08:26:36,Payment,El Salvador,Ethiopia,Fast late thing fact.,False
T002290,E0204,E0893,706.36,2024-07-08 12:51:06,Payment,Russian Federation,Saint Barthelemy,Congress will capital customer attention administration.,False
T002291,E0252,E0897,3905.55,2024-02-28 00:50:42,Wire Transfer,Sudan,Reunion,Wire Transfer #2291,False
T002292,E0405,E0334,2393.82,2024-05-04 11:45:40,Cash Deposit,Maldives,Paraguay,Cash Deposit #2292,False
T002293,E0832,E0822,1386.62,2024-10-31 01:31:41,Cash Deposit,Guatemala,Cayman Islands,Cash Deposit #2293,False
T002294,E0923,E0520,257.94,2024-08-06 19:05:35,Wire Transfer,Poland,Zimbabwe,Wire Transfer #2294,False
T002295,E0438,E0525,101.22,2024-01-30 18:54:16,Wire Transfer,Costa Rica,France,Wire Transfer #2295,False
T002296,E0658,E0237,16.04,2024-01-06 09:24:11,Cash Deposit,Falkland Islands (Malvinas),Suriname,Cash Deposit #2296,False
T002297,E0353,E0472,272.5,2024-11-02 19:56:23,Wire Transfer,Chad,Honduras,Wire Transfer #2297,False
T002298,E0966,E0721,150.7,2024-02-21 01:43:11,Payment,Kyrgyz Republic,Dominica,Piece leader go team modern hear.,False
T002299,E0477,E0484,976.08,2024-09-07 14:20:23,Cash Deposit,Nauru,Dominican Republic,Cash Deposit #2299,False
T002300,E0471,E0927,769.22,2024-07-31 03:41:13,Cash Deposit,Pakistan,Cape Verde,Cash Deposit #2300,False
T002301,E0989,E0896,159.18,2024-12-17 12:19:03,Payment,Holy See (Vatican City State),Panama,President enjoy unit.,False
T002302,E0361,E0301,941.62,2024-08-20 07:02:57,Wire Transfer,Guyana,Hong Kong,Wire Transfer #2302,False
T002303,E0459,E0943,85.98,2024-10-11 01:51:03,Cash Deposit,Aruba,British Indian Ocean Territory (Chagos Archipelago),Cash Deposit #2303,False
T002304,E0304,E0497,140.11,2024-02-04 21:36:14,Wire Transfer,Greece,Saint Martin,Wire Transfer #2304,False
T002305,E0580,E0863,904.9,2024-05-30 19:30:38,Cash Deposit,Greenland,Ghana,Cash Deposit #2305,False
T002306,E0738,E0731,360.28,2024-04-18 21:49:02,Wire Transfer,Saudi Arabia,Iran,Wire Transfer #2306,False
T002307,E0131,E0230,716.58,2024-05-28 05:36:56,Payment,Bouvet Island (Bouvetoya),Qatar,Everything cold event.,False
T002308,E0380,E0872,262.54,2024-08-21 11:28:36,Cash Deposit,Taiwan,Bulgaria,Cash Deposit #2308,False
T002309,E0867,E0614,999.52,2024-04-21 14:15:59,Wire Transfer,Reunion,Congo,Wire Transfer #2309,False
T002310,E0842,E0840,845.4,2024-05-01 19:48:15,Cash Deposit,Cocos (Keeling) Islands,Nigeria,Cash Deposit #2310,False
T002311,E0484,E0824,1562.72,2024-01-22 17:35:31,Payment,Dominican Republic,Falkland Islands (Malvinas),Glass opportunity hard they director.,False
T002312,E0448,E0267,38.2,2024-07-07 08:34:11,Cash Deposit,Taiwan,Ireland,Cash Deposit #2312,False
T002313,E0343,E0895,40.77,2024-11-01 17:07:15,Wire Transfer,Estonia,San Marino,Wire Transfer #2313,False
T002314,E0688,E0383,42.35,2024-08-01 12:46:19,Wire Transfer,Cocos (Keeling) Islands,Germany,Wire Transfer #2314,False
T002315,E0674,E0374,2646.01,2024-10-01 15:29:54,Payment,Austria,Equatorial Guinea,Study scene everything visit response site.,False
T002316,E0401,E0180,972.35,2024-01-21 03:18:40,Cash Deposit,Switzerland,Cambodia,Cash Deposit #2316,False
T002317,E0982,E0385,193.3,2024-05-06 02:21:11,Payment,Sao Tome and Principe,Antarctica (the territory South of 60 deg S),For guess itself development garden.,False
T002318,E0771,E0598,231.04,2024-05-26 18:53:11,Payment,Portugal,Madagascar,Health our middle pull his.,False
T002319,E0659,E0740,1096.59,2024-12-07 08:48:34,Payment,Sri Lanka,Yemen,Recognize support company picture design.,False
T002320,E0753,E0334,95.62,2024-07-16 22:53:24,Wire Transfer,Montserrat,Paraguay,Wire Transfer #2320,False
T002321,E0113,E0501,237.0,2024-10-15 01:16:06,Wire Transfer,Samoa,Latvia,Wire Transfer #2321,False
T002322,E0991,E0597,11.82,2024-07-17 14:28:43,Cash Deposit,Morocco,Austria,Cash Deposit #2322,False
T002323,E0723,E0426,623.78,2024-04-15 19:44:31,Wire Transfer,Fiji,Falkland Islands (Malvinas),Wire Transfer #2323,False
T002324,E0913,E0581,187.14,2024-08-07 21:52:19,Wire Transfer,China,El Salvador,Wire Transfer #2324,False
T002325,E0433,E0119,2972.36,2024-07-17 05:34:20,Payment,Nigeria,Tunisia,Republican report condition tree skin dog.,False
T002326,E0898,E0004,86.84,2024-10-11 11:51:40,Cash Deposit,Djibouti,Cambodia,Cash Deposit #2326,False
T002327,E0359,E0308,753.48,2024-07-31 12:29:41,Payment,Bhutan,Jordan,Fund chance respond.,False
T002328,E0744,E0374,9060.99,2024-12-24 08:12:35,Cash Deposit,Tunisia,Equatorial Guinea,Cash Deposit #2328,False
T002329,E0646,E0302,2619.89,2024-07-30 08:43:41,Wire Transfer,Slovenia,Guam,Wire Transfer #2329,False
T002330,E0798,E0306,231.05,2024-12-13 19:10:47,Cash Deposit,Holy See (Vatican City State),Brazil,Cash Deposit #2330,False
T002331,E0622,E0253,1392.03,2024-04-16 20:42:38,Wire Transfer,New Caledonia,Slovakia (Slovak Republic),Wire Transfer #2331,False
T002332,E0922,E0035,148.02,2024-01-23 12:07:38,Payment,Jordan,Mongolia,Senior school daughter beat mean.,False
T002333,E0025,E0995,46.79,2024-01-20 21:45:05,Wire Transfer,Togo,Guam,Wire Transfer #2333,False
T002334,E0375,E0128,5615.06,2024-11-04 07:00:34,Wire Transfer,Cote d'Ivoire,Taiwan,Wire Transfer #2334,False
T002335,E0764,E0013,176.51,2024-10-27 14:43:29,Cash Deposit,Pakistan,Croatia,Cash Deposit #2335,False
T002336,E0145,E0653,830.94,2024-05-13 16:06:24,Wire Transfer,Kuwait,Gabon,Wire Transfer #2336,False
T002337,E0577,E0309,414.44,2024-05-10 12:35:18,Wire Transfer,Montenegro,Micronesia,Wire Transfer #2337,False
T002338,E0139,E0736,3294.76,2024-09-18 19:17:06,Wire Transfer,Timor-Leste,Guinea-Bissau,Wire Transfer #2338,False
T002339,E0175,E0847,1863.88,2024-10-31 18:19:34,Cash Deposit,Ghana,Ecuador,Cash Deposit #2339,False
T002340,E0071,E0074,482.52,2024-05-27 07:29:19,Cash Deposit,Fiji,United Kingdom,Cash Deposit #2340,False
T002341,E0976,E0597,120.86,2024-01-07 03:57:06,Payment,Romania,Austria,Way turn PM.,False
T002342,E0396,E0856,733.81,2024-11-09 08:59:37,Wire Transfer,Swaziland,Australia,Wire Transfer #2342,False
T002343,E0980,E0444,1093.23,2024-08-15 03:01:30,Cash Deposit,Uruguay,Cape Verde,Cash Deposit #2343,False
T002344,E0748,E0097,2135.01,2024-08-29 15:36:51,Cash Deposit,Bermuda,Taiwan,Cash Deposit #2344,False
T002345,E0725,E0018,379.6,2024-05-01 02:25:18,Cash Deposit,Cuba,China,Cash Deposit #2345,False
T002346,E0113,E0265,13539.49,2024-12-26 11:00:16,Cash Deposit,Samoa,British Virgin Islands,Cash Deposit #2346,False
T002347,E0177,E0870,3678.95,2024-07-20 01:35:57,Payment,Cambodia,Uruguay,Success red option reality.,False
T002348,E0218,E0845,65.13,2024-05-01 17:04:16,Payment,Micronesia,Palestinian Territory,Daughter fear one view physical worry.,False
T002349,E0455,E0090,123.57,2024-09-01 04:30:10,Payment,Kenya,Cuba,Thus above night knowledge idea star.,False
T002350,E0635,E0985,128.2,2024-05-15 01:34:09,Wire Transfer,Marshall Islands,Spain,Wire Transfer #2350,False
T002351,E0754,E0226,541.71,2024-01-31 17:18:25,Wire Transfer,Iraq,Kiribati,Wire Transfer #2351,False
T002352,E0200,E0378,62.68,2024-12-07 20:09:09,Cash Deposit,Yemen,Uganda,Cash Deposit #2352,False
T002353,E0648,E0161,247.01,2024-06-20 10:18:17,Cash Deposit,Switzerland,Croatia,Cash Deposit #2353,False
T002354,E0300,E0659,119.0,2024-10-23 08:30:15,Wire Transfer,Tonga,Sri Lanka,Wire Transfer #2354,False
T002355,E0243,E0502,622.83,2024-02-17 20:00:38,Wire Transfer,Suriname,Ethiopia,Wire Transfer #2355,False
T002356,E0152,E0563,1433.96,2024-07-05 02:35:08,Cash Deposit,Barbados,Madagascar,Cash Deposit #2356,False
T002357,E0485,E0097,3502.06,2024-02-20 00:13:26,Cash Deposit,Bahamas,Taiwan,Cash Deposit #2357,False
T002358,E0178,E0090,218.74,2024-05-01 01:58:09,Cash Deposit,Costa Rica,Cuba,Cash Deposit #2358,False
T002359,E0667,E0389,564.23,2024-10-30 17:25:02,Payment,Vietnam,Korea,Surface ago throughout though.,False
T002360,E0719,E0112,347.5,2024-07-17 03:37:06,Wire Transfer,Croatia,United States Minor Outlying Islands,Wire Transfer #2360,False
T002361,E0281,E0191,5781.85,2024-01-18 23:58:31,Cash Deposit,Latvia,Fiji,Cash Deposit #2361,False
T002362,E0102,E0594,10225.45,2024-11-19 00:26:29,Wire Transfer,Senegal,United States Minor Outlying Islands,Wire Transfer #2362,False
T002363,E0535,E0597,698.35,2024-09-25 00:53:55,Payment,Gabon,Austria,Indeed answer nearly sing citizen.,False
T002364,E0629,E0971,5943.48,2024-10-16 12:01:04,Wire Transfer,Georgia,Hungary,Wire Transfer #2364,False
T002365,E0180,E0648,213.09,2024-02-27 01:39:35,Payment,Cambodia,Switzerland,Memory party anyone eight.,False
T002366,E0779,E0975,565.21,2024-12-04 03:48:46,Wire Transfer,Somalia,Niger,Wire Transfer #2366,False
T002367,E0756,E0695,158.53,2024-01-04 05:27:22,Wire Transfer,Martinique,Trinidad and Tobago,Wire Transfer #2367,False
T002368,E0302,E0943,10.0,2024-06-16 12:51:10,Cash Deposit,Guam,British Indian Ocean Territory (Chagos Archipelago),Cash Deposit #2368,False
T002369,E0812,E0739,22.48,2024-07-03 09:04:32,Payment,Jersey,Romania,Trip financial no against activity.,False
T002370,E0217,E0036,220.18,2024-10-08 04:30:42,Cash Deposit,Mongolia,Saudi Arabia,Cash Deposit #2370,False
T002371,E0035,E0732,242.46,2024-12-16 18:16:30,Payment,Mongolia,Chile,Other despite camera.,False
T002372,E0759,E0484,26.15,2024-06-23 07:32:42,Cash Deposit,Greece,Dominican Republic,Cash Deposit #2372,False
T002373,E0421,E0995,36.21,2024-01-29 21:35:03,Cash Deposit,Djibouti,Guam,Cash Deposit #2373,False
T002374,E0704,E0091,332.58,2024-11-28 17:56:50,Payment,Central African Republic,Zimbabwe,Star voice certain.,False
T002375,E0328,E0640,351.52,2024-07-18 21:25:43,Wire Transfer,Hong Kong,Liechtenstein,Wire Transfer #2375,False
T002376,E0339,E0219,79.22,2024-09-29 10:56:42,Wire Transfer,Ecuador,Nicaragua,Wire Transfer #2376,False
T002377,E0342,E0799,3082.01,2024-07-18 04:32:49,Wire Transfer,Monaco,Serbia,Wire Transfer #2377,False
T002378,E0070,E0688,183.17,2024-08-24 00:06:20,Payment,Heard Island and McDonald Islands,Cocos (Keeling) Islands,Likely TV painting risk southern laugh.,False
T002379,E0630,E0750,83.79,2024-09-23 06:21:25,Payment,New Zealand,Taiwan,Congress local fast.,False
T002380,E0760,E0930,50.13,2024-07-09 15:18:04,Cash Deposit,Macao,Estonia,Cash Deposit #2380,False
T002381,E0274,E0090,2642.15,2024-08-27 22:37:20,Payment,Italy,Cuba,Build drop there interview address.,False
T002382,E0962,E0732,4265.19,2024-07-22 08:33:20,Wire Transfer,Azerbaijan,Chile,Wire Transfer #2382,False
T002383,E0643,E0849,330.7,2024-11-08 04:25:08,Payment,Qatar,Sudan,Mouth room throw.,False
T002384,E0956,E0600,1371.77,2024-12-04 06:50:38,Cash Deposit,Mozambique,French Polynesia,Cash Deposit #2384,False
T002385,E0040,E0453,1781.76,2024-01-05 11:00:38,Wire Transfer,Mauritius,Eritrea,Wire Transfer #2385,False
T002386,E0625,E0045,3683.4,2024-07-15 05:46:07,Wire Transfer,Nicaragua,Belarus,Wire Transfer #2386,False
T002387,E0233,E0613,276.52,2024-11-07 19:09:29,Payment,Turks and Caicos Islands,Cyprus,Address before idea boy.,False
T002388,E0088,E0279,218.29,2024-10-18 09:53:23,Wire Transfer,Korea,Cameroon,Wire Transfer #2388,False
T002389,E0638,E0224,3044.7,2024-10-20 04:13:08,Payment,Bermuda,Thailand,Couple drop goal way nothing.,False
T002390,E0289,E0729,1186.65,2024-05-19 15:07:27,Cash Deposit,Oman,North Macedonia,Cash Deposit #2390,False
T002391,E0581,E0909,147.14,2024-04-07 00:09:06,Wire Transfer,El Salvador,Myanmar,Wire Transfer #2391,False
T002392,E0108,E0984,13.44,2024-11-07 08:36:08,Wire Transfer,Timor-Leste,Poland,Wire Transfer #2392,False
T002393,E0131,E0732,125.17,2024-05-09 08:01:21,Payment,Bouvet Island (Bouvetoya),Chile,Think enjoy camera politics.,False
T002394,E0527,E0023,376.02,2024-12-09 18:12:08,Cash Deposit,Lithuania,Turkmenistan,Cash Deposit #2394,False
T002395,E0483,E0352,200.73,2024-10-10 12:42:55,Wire Transfer,Bangladesh,Tunisia,Wire Transfer #2395,False
T002396,E0949,E0830,308.78,2024-05-31 04:53:13,Wire Transfer,Ghana,Czech Republic,Wire Transfer #2396,False
T002397,E0737,E0153,1267.05,2024-10-02 13:57:35,Cash Deposit,Madagascar,Central African Republic,Cash Deposit #2397,False
T002398,E0591,E0166,356.55,2024-01-09 11:31:58,Cash Deposit,Slovenia,New Caledonia,Cash Deposit #2398,False
T002399,E0191,E0612,128.37,2024-12-08 02:22:45,Cash Deposit,Fiji,Syrian Arab Republic,Cash Deposit #2399,False
T002400,E0906,E0223,486.32,2024-01-29 04:23:56,Wire Transfer,Nigeria,Georgia,Wire Transfer #2400,False
T002401,E0129,E0842,713.93,2024-06-02 08:12:26,Payment,Samoa,Cocos (Keeling) Islands,Prevent field record middle including cost.,False
T002402,E0477,E0415,545.16,2024-05-19 12:25:42,Wire Transfer,Nauru,Slovenia,Wire Transfer #2402,False
T002403,E0384,E0827,290.28,2024-08-16 08:26:53,Cash Deposit,Romania,Angola,Cash Deposit #2403,False
T002404,E0202,E0438,220.87,2024-07-02 08:14:50,Cash Deposit,Eritrea,Costa Rica,Cash Deposit #2404,False
T002405,E0499,E0953,553.58,2024-05-06 08:07:07,Wire Transfer,Georgia,Slovenia,Wire Transfer #2405,False
T002406,E0613,E0468,41.02,2024-09-08 08:02:36,Wire Transfer,Cyprus,Colombia,Wire Transfer #2406,False
T002407,E0953,E0453,42.57,2024-06-23 01:16:12,Payment,Slovenia,Eritrea,Accept less whatever physical.,False
T002408,E0266,E0467,121.95,2024-05-18 03:14:45,Payment,Papua New Guinea,Dominica,Moment water marriage total.,False
T002409,E0473,E0872,809.89,2024-01-16 03:26:32,Cash Deposit,Colombia,Bulgaria,Cash Deposit #2409,False
T002410,E0398,E0494,175.75,2024-05-02 12:26:59,Cash Deposit,Guinea-Bissau,Zimbabwe,Cash Deposit #2410,False
T002411,E0592,E0970,142.85,2024-02-28 11:52:30,Cash Deposit,Guatemala,Panama,Cash Deposit #2411,False
T002412,E0698,E0648,819.07,2024-06-13 23:40:32,Wire Transfer,French Southern Territories,Switzerland,Wire Transfer #2412,False
T002413,E0241,E0550,651.18,2024-01-10 14:42:28,Payment,Christmas Island,Czech Republic,Material large somebody arm school billion.,False
T002414,E0309,E0111,3733.7,2024-11-10 23:22:25,Cash Deposit,Micronesia,Andorra,Cash Deposit #2414,False
T002415,E0949,E0035,75.16,2024-09-30 08:26:56,Wire Transfer,Ghana,Mongolia,Wire Transfer #2415,False
T002416,E0775,E0342,167.23,2024-08-25 11:14:59,Wire Transfer,Uzbekistan,Monaco,Wire Transfer #2416,False
T002417,E0660,E0122,523.7,2024-10-26 20:19:23,Cash Deposit,Thailand,Greece,Cash Deposit #2417,False
T002418,E0130,E0301,224.58,2024-05-18 02:22:12,Cash Deposit,France,Hong Kong,Cash Deposit #2418,False
T002419,E0898,E0467,122.79,2024-04-07 01:03:36,Cash Deposit,Djibouti,Dominica,Cash Deposit #2419,False
T002420,E0171,E0330,2022.46,2024-12-11 09:11:17,Wire Transfer,Cape Verde,Finland,Wire Transfer #2420,False
T002421,E0934,E0509,1093.22,2024-09-01 19:35:51,Wire Transfer,Kenya,Israel,Wire Transfer #2421,False
T002422,E0286,E0059,33150.17,2024-09-03 22:40:03,Payment,Bouvet Island (Bouvetoya),Saint Martin,Kid enough dark.,False
T002423,E0436,E0912,1194.45,2024-07-12 09:58:04,Wire Transfer,El Salvador,Russian Federation,Wire Transfer #2423,False
T002424,E0535,E0522,1581.46,2024-03-09 06:09:37,Wire Transfer,Gabon,Greece,Wire Transfer #2424,False
T002425,E0541,E0828,323.02,2024-09-03 20:34:29,Wire Transfer,Togo,Slovakia (Slovak Republic),Wire Transfer #2425,False
T002426,E0870,E0141,525.27,2024-10-17 06:41:15,Cash Deposit,Uruguay,Austria,Cash Deposit #2426,False
T002427,E0381,E0980,519.17,2024-04-22 08:13:38,Wire Transfer,Serbia,Uruguay,Wire Transfer #2427,False
T002428,E0751,E0475,312.07,2024-03-25 15:53:02,Payment,Puerto Rico,Hong Kong,Energy tonight agreement detail.,False
T002429,E0392,E0489,104.23,2024-12-20 16:05:31,Payment,Zambia,Ghana,Instead individual meeting base go.,False
T002430,E0418,E0974,1032.88,2024-06-11 18:35:44,Cash Deposit,Botswana,Belize,Cash Deposit #2430,False
T002431,E0908,E0396,269.53,2024-04-06 16:59:44,Wire Transfer,Estonia,Swaziland,Wire Transfer #2431,False
T002432,E0339,E0956,71.33,2024-01-28 11:54:28,Cash Deposit,Ecuador,Mozambique,Cash Deposit #2432,False
T002433,E0668,E0126,207.23,2024-03-27 21:55:25,Cash Deposit,Djibouti,New Caledonia,Cash Deposit #2433,False
T002434,E0555,E0609,25.91,2024-04-14 09:17:23,Cash Deposit,Montenegro,Costa Rica,Cash Deposit #2434,False
T002435,E0349,E0616,129.01,2024-08-19 02:21:12,Cash Deposit,Micronesia,Namibia,Cash Deposit #2435,False
T002436,E0296,E0574,143.36,2024-08-19 22:53:13,Wire Transfer,Haiti,Faroe Islands,Wire Transfer #2436,False
T002437,E0630,E0097,3393.13,2024-01-29 08:45:41,Payment,New Zealand,Taiwan,Leave music break at.,False
T002438,E0349,E0908,123.25,2024-06-05 07:36:59,Wire Transfer,Micronesia,Estonia,Wire Transfer #2438,False
T002439,E0102,E0511,1331.33,2024-04-16 01:16:32,Cash Deposit,Senegal,Greenland,Cash Deposit #2439,False
T002440,E0128,E0655,1082.96,2024-07-06 20:15:36,Payment,Taiwan,Panama,Story couple we turn production.,False
T002441,E0073,E0937,151.04,2024-03-18 11:30:34,Cash Deposit,Egypt,Venezuela,Cash Deposit #2441,False
T002442,E0285,E0039,208.7,2024-05-10 07:34:02,Payment,Ghana,Mexico,Technology agreement society not nothing PM.,False
T002443,E0223,E0893,850.14,2024-10-28 02:19:02,Cash Deposit,Georgia,Saint Barthelemy,Cash Deposit #2443,False
T002444,E0451,E0694,1728.89,2024-01-06 11:49:30,Payment,Vietnam,Lao People's Democratic Republic,Everyone wonder key best possible still.,False
T002445,E0354,E0921,669.86,2024-08-27 03:37:17,Cash Deposit,Dominican Republic,Northern Mariana Islands,Cash Deposit #2445,False
T002446,E0231,E0878,273.36,2024-06-06 19:10:49,Payment,Belize,Algeria,West news talk soldier claim decision.,False
T002447,E0935,E0698,1889.7,2024-09-03 10:55:58,Wire Transfer,Portugal,French Southern Territories,Wire Transfer #2447,False
T002448,E0885,E0990,280.06,2024-10-08 17:48:36,Cash Deposit,Germany,Azerbaijan,Cash Deposit #2448,False
T002449,E0391,E0941,73.35,2024-06-29 18:20:44,Cash Deposit,Estonia,Kazakhstan,Cash Deposit #2449,False
T002450,E0627,E0047,165.18,2024-05-26 12:02:48,Cash Deposit,Switzerland,Somalia,Cash Deposit #2450,False
T002451,E0893,E0094,112.6,2024-02-03 23:05:30,Payment,Saint Barthelemy,Mongolia,Last military your east military.,False
T002452,E0689,E0975,150.3,2024-06-23 07:32:33,Cash Deposit,United States Virgin Islands,Niger,Cash Deposit #2452,False
T002453,E0120,E0801,160.89,2024-11-14 02:48:41,Cash Deposit,Denmark,Honduras,Cash Deposit #2453,False
T002454,E0350,E0703,433.45,2024-09-27 23:54:43,Wire Transfer,Papua New Guinea,Falkland Islands (Malvinas),Wire Transfer #2454,False
T002455,E0764,E0053,10.18,2024-09-30 01:49:18,Cash Deposit,Pakistan,Jersey,Cash Deposit #2455,False
T002456,E0877,E0105,629.75,2024-06-17 15:56:13,Cash Deposit,Slovenia,Norfolk Island,Cash Deposit #2456,False
T002457,E0046,E0722,153.14,2024-11-07 00:33:08,Cash Deposit,Papua New Guinea,Macao,Cash Deposit #2457,False
T002458,E0659,E0340,449.35,2024-09-28 02:09:55,Wire Transfer,Sri Lanka,Ecuador,Wire Transfer #2458,False
