Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Transaction_Type,Sender_Country,Receiver_Country,Description,Suspicious_Flag
T003282,E0813,E0072,808.41,2024-11-07 22:33:26,Wire Transfer,Norway,Kazakhstan,Wire Transfer #3282,False
T003283,E0391,E0448,824.39,2024-02-13 07:25:26,Payment,Bulgaria,Italy,Free kind only idea yeah case.,False
T003284,E0991,E0693,141.56,2024-02-20 08:20:22,Payment,Zambia,Holy See (Vatican City State),Already site ago fast occur.,False
T003285,E0073,E0700,288.49,2024-08-16 22:49:27,Payment,Georgia,Russian Federation,System reason pretty career.,False
T003286,E0319,E0964,2566.95,2024-09-11 05:38:11,Cash Deposit,Norfolk Island,Israel,Cash Deposit #3286,False
T003287,E0288,E0245,8991.73,2024-11-08 07:41:07,Cash Deposit,Andorra,Brazil,Cash Deposit #3287,False
T003288,E0839,E0237,134.86,2024-11-04 12:14:17,Cash Deposit,Sweden,Palestinian Territory,Cash Deposit #3288,False
T003289,E0167,E0453,281.84,2024-03-26 03:54:23,Cash Deposit,Saint Pierre and Miquelon,Palestinian Territory,Cash Deposit #3289,False
T003290,E0634,E0645,64.51,2024-05-12 12:35:13,Wire Transfer,New Caledonia,Bouvet Island (Bouvetoya),Wire Transfer #3290,False
T003291,E0158,E0502,295.63,2024-05-12 01:27:48,Cash Deposit,Suriname,Equatorial Guinea,Cash Deposit #3291,False
T003292,E0403,E0054,503.61,2024-08-24 11:47:10,Payment,Vanuatu,Honduras,Media with if song.,False
T003293,E0582,E0082,308.87,2024-02-06 03:27:13,Wire Transfer,Germany,India,Wire Transfer #3293,False
T003294,E0027,E0417,3193.34,2024-09-15 19:35:23,Wire Transfer,Chile,Angola,Wire Transfer #3294,False
T003295,E0803,E0462,6439.03,2024-03-30 14:54:26,Payment,Samoa,Bahrain,Collection policy skin let.,False
T003296,E0846,E0780,7484.74,2024-12-20 21:03:29,Cash Deposit,Israel,Haiti,Cash Deposit #3296,False
T003297,E0041,E0970,1192.09,2024-05-26 07:49:38,Wire Transfer,Albania,Belarus,Wire Transfer #3297,False
T003298,E0057,E0593,113.39,2024-04-06 04:35:50,Wire Transfer,Antarctica (the territory South of 60 deg S),Samoa,Wire Transfer #3298,False
T003299,E0341,E0693,50.39,2024-02-03 13:38:23,Payment,Seychelles,Holy See (Vatican City State),Civil hundred marriage image.,False
T003300,E0987,E0668,45.14,2024-03-20 15:23:59,Payment,Guinea-Bissau,Barbados,Station best once size ready just consumer.,False
T003301,E0126,E0913,172.72,2024-03-08 04:01:45,Cash Deposit,British Indian Ocean Territory (Chagos Archipelago),United States Virgin Islands,Cash Deposit #3301,False
T003302,E0549,E0203,3472.2,2024-03-07 00:14:47,Cash Deposit,Tajikistan,Poland,Cash Deposit #3302,False
T003303,E0875,E0871,211.27,2024-09-24 02:12:08,Wire Transfer,Syrian Arab Republic,Timor-Leste,Wire Transfer #3303,False
T003304,E0722,E0517,3743.14,2024-03-07 15:07:03,Payment,Algeria,Gibraltar,Issue away spring.,False
T003305,E0467,E0507,168.09,2024-07-24 18:51:28,Cash Deposit,Mauritius,Heard Island and McDonald Islands,Cash Deposit #3305,False
T003306,E0910,E0246,573.96,2024-01-12 11:36:58,Payment,Gibraltar,United States Minor Outlying Islands,Low present admit.,False
T003307,E0419,E0454,265.96,2024-11-06 07:48:34,Payment,United Kingdom,Vietnam,Often role family job.,False
T003308,E0038,E0284,904.25,2024-09-24 19:46:05,Cash Deposit,Mexico,India,Cash Deposit #3308,False
T003309,E0381,E0003,1153.91,2024-10-24 12:33:26,Cash Deposit,Mongolia,Canada,Cash Deposit #3309,False
T003310,E0506,E0524,381.66,2024-10-09 00:45:24,Payment,Mexico,Canada,Almost often administration vote fall.,False
T003311,E0039,E0956,379.88,2024-11-27 02:30:33,Cash Deposit,Croatia,Tonga,Cash Deposit #3311,False
T003312,E0315,E0031,165.51,2024-02-20 14:25:56,Cash Deposit,Djibouti,Bolivia,Cash Deposit #3312,False
T003313,E0746,E0041,108.21,2024-07-03 05:58:56,Payment,Cuba,Albania,Within ago policy.,False
T003314,E0627,E0890,390.1,2024-04-08 02:31:18,Payment,Lao People's Democratic Republic,Mauritius,Three campaign play.,False
T003315,E0162,E0825,60.27,2024-11-18 13:42:09,Wire Transfer,Saint Barthelemy,Liberia,Wire Transfer #3315,False
T003316,E0987,E0367,8441.22,2024-01-30 20:30:14,Cash Deposit,Guinea-Bissau,Aruba,Cash Deposit #3316,False
T003317,E0053,E0092,1931.45,2024-07-22 06:44:13,Payment,Sri Lanka,Angola,Unit story interview seem wish.,False
T003318,E0741,E0203,1452.69,2024-01-21 02:54:32,Cash Deposit,Jamaica,Poland,Cash Deposit #3318,False
T003319,E0017,E0974,1249.04,2024-09-30 17:23:23,Cash Deposit,Dominica,Singapore,Cash Deposit #3319,False
T003320,E0675,E0865,80.6,2024-03-17 18:52:04,Cash Deposit,Ukraine,Chad,Cash Deposit #3320,False
T003321,E0651,E0752,54.98,2024-08-13 23:33:38,Cash Deposit,Honduras,Grenada,Cash Deposit #3321,False
T003322,E0849,E0970,239.91,2024-01-21 15:44:51,Cash Deposit,Slovakia (Slovak Republic),Belarus,Cash Deposit #3322,False
T003323,E0225,E0288,183.61,2024-10-12 17:10:40,Cash Deposit,Honduras,Andorra,Cash Deposit #3323,False
T003324,E0613,E0961,216.21,2024-12-23 15:04:24,Cash Deposit,Niue,Malaysia,Cash Deposit #3324,False
T003325,E0187,E0428,275.21,2024-10-02 15:16:22,Wire Transfer,Poland,Comoros,Wire Transfer #3325,False
T003326,E0620,E0089,1919.67,2024-12-13 01:14:23,Wire Transfer,Antarctica (the territory South of 60 deg S),Saint Vincent and the Grenadines,Wire Transfer #3326,False
T003327,E0209,E0580,1891.89,2024-07-31 11:29:45,Wire Transfer,Grenada,Hungary,Wire Transfer #3327,False
T003328,E0523,E0109,2785.17,2024-05-23 07:07:20,Payment,Martinique,Venezuela,Friend policy democratic assume treatment.,False
T003329,E0057,E0034,259.93,2024-09-05 21:53:18,Cash Deposit,Antarctica (the territory South of 60 deg S),Macao,Cash Deposit #3329,False
T003330,E0357,E0801,188.43,2024-03-23 11:45:12,Wire Transfer,Anguilla,Antigua and Barbuda,Wire Transfer #3330,False
T003331,E0613,E0020,2089.91,2024-10-13 03:37:19,Wire Transfer,Niue,Netherlands Antilles,Wire Transfer #3331,False
T003332,E0663,E0615,1189.97,2024-09-11 05:51:38,Wire Transfer,Holy See (Vatican City State),Latvia,Wire Transfer #3332,False
T003333,E0960,E0134,367.95,2024-05-18 23:40:30,Wire Transfer,Isle of Man,Saint Lucia,Wire Transfer #3333,False
T003334,E0769,E0164,7669.57,2024-10-20 14:19:29,Cash Deposit,Cyprus,Lithuania,Cash Deposit #3334,False
T003335,E0031,E0546,885.1,2024-12-29 00:33:48,Wire Transfer,Bolivia,Bosnia and Herzegovina,Wire Transfer #3335,False
T003336,E0608,E0652,183.9,2024-02-24 07:12:23,Wire Transfer,United States Minor Outlying Islands,Hungary,Wire Transfer #3336,False
T003337,E0802,E0252,221.64,2024-08-05 11:31:28,Wire Transfer,Canada,Botswana,Wire Transfer #3337,False
T003338,E0452,E0200,231.04,2024-10-25 02:53:39,Payment,Kiribati,Belarus,Everyone Mrs when relate significant.,False
T003339,E0054,E0601,467.24,2024-04-19 15:44:21,Cash Deposit,Honduras,Rwanda,Cash Deposit #3339,False
T003340,E0208,E0546,7975.95,2024-06-29 08:51:32,Cash Deposit,Bouvet Island (Bouvetoya),Bosnia and Herzegovina,Cash Deposit #3340,False
T003341,E0782,E0180,450.13,2024-02-20 15:17:49,Payment,Denmark,Cocos (Keeling) Islands,Blue result sell yourself.,False
T003342,E0753,E0295,862.79,2024-08-13 13:42:09,Payment,Cambodia,Greece,Way film entire just above tax.,False
T003343,E0820,E0747,526.4,2024-03-01 07:39:35,Cash Deposit,Ukraine,Cyprus,Cash Deposit #3343,False
T003344,E0587,E0349,2040.75,2024-03-16 16:38:26,Payment,Heard Island and McDonald Islands,French Guiana,Defense game simple nature probably cultural probably.,False
T003345,E0203,E0703,1628.71,2024-12-11 14:52:12,Cash Deposit,Poland,Panama,Cash Deposit #3345,False
T003346,E0995,E0733,33.06,2024-02-08 06:28:29,Wire Transfer,Spain,Central African Republic,Wire Transfer #3346,False
T003347,E0314,E0763,784.62,2024-05-12 06:31:10,Wire Transfer,Chile,Paraguay,Wire Transfer #3347,False
T003348,E0256,E0656,301.08,2024-04-19 10:40:37,Wire Transfer,Chile,Vietnam,Wire Transfer #3348,False
T003349,E0396,E0827,50.64,2024-12-22 16:47:03,Payment,Singapore,Kiribati,Treat north although memory.,False
T003350,E0918,E0239,82.76,2024-08-20 20:20:39,Payment,Switzerland,United States Virgin Islands,Between thought decade beat fund.,False
T003351,E0774,E0666,766.48,2024-02-12 19:09:15,Wire Transfer,Poland,Greece,Wire Transfer #3351,False
T003352,E0132,E0989,107.33,2024-04-30 19:44:38,Payment,Ghana,Equatorial Guinea,Beyond wall provide.,False
T003353,E0457,E0981,59.05,2024-11-21 15:30:17,Payment,Honduras,Belgium,Significant day police thing six then.,False
T003354,E0017,E0658,489.61,2024-10-16 13:29:44,Wire Transfer,Dominica,Congo,Wire Transfer #3354,False
T003355,E0448,E0943,859.75,2024-09-22 12:36:29,Wire Transfer,Italy,Isle of Man,Wire Transfer #3355,False
T003356,E0894,E0654,68.32,2024-03-07 00:52:34,Wire Transfer,Cambodia,Marshall Islands,Wire Transfer #3356,False
T003357,E0468,E0125,207.78,2024-06-02 15:12:40,Cash Deposit,Tanzania,Namibia,Cash Deposit #3357,False
T003358,E0968,E0347,149.7,2024-04-04 03:16:55,Cash Deposit,Azerbaijan,Latvia,Cash Deposit #3358,False
T003359,E0149,E0887,131.85,2024-04-20 20:07:12,Cash Deposit,Samoa,Guinea,Cash Deposit #3359,False
T003360,E0820,E0827,307.33,2024-09-14 21:41:16,Wire Transfer,Ukraine,Kiribati,Wire Transfer #3360,False
T003361,E0729,E0773,756.24,2024-09-08 23:00:53,Payment,Lebanon,Kazakhstan,Pass alone share raise training man.,False
T003362,E0764,E0950,128.93,2024-02-24 00:43:22,Payment,Paraguay,Congo,Meet night agreement.,False
T003363,E0041,E0624,58.92,2024-08-05 14:00:12,Cash Deposit,Albania,Georgia,Cash Deposit #3363,False
T003364,E0943,E0120,152.92,2024-06-19 11:55:09,Wire Transfer,Isle of Man,Iceland,Wire Transfer #3364,False
T003365,E0846,E0079,1771.61,2024-06-03 21:02:16,Cash Deposit,Israel,Cape Verde,Cash Deposit #3365,False
T003366,E0556,E0328,9112.62,2024-03-06 16:26:18,Wire Transfer,United States Virgin Islands,Grenada,Wire Transfer #3366,False
T003367,E0545,E0812,240.96,2024-03-17 03:29:50,Payment,Holy See (Vatican City State),Guernsey,A improve deal fight ahead suggest.,False
T003368,E0664,E0179,753.07,2024-12-16 04:57:01,Wire Transfer,Guyana,Tajikistan,Wire Transfer #3368,False
T003369,E0012,E0379,868.08,2024-02-19 02:32:50,Cash Deposit,Grenada,Holy See (Vatican City State),Cash Deposit #3369,False
T003370,E0218,E0200,122.11,2024-12-21 23:34:57,Wire Transfer,Mali,Belarus,Wire Transfer #3370,False
T003371,E0546,E0111,10.0,2024-09-21 16:04:49,Wire Transfer,Bosnia and Herzegovina,Iran,Wire Transfer #3371,False
T003372,E0040,E0565,960.13,2024-07-27 04:14:44,Cash Deposit,Bhutan,Norfolk Island,Cash Deposit #3372,False
T003373,E0386,E0205,267.14,2024-03-26 18:04:30,Cash Deposit,Northern Mariana Islands,Austria,Cash Deposit #3373,False
T003374,E0781,E0713,112.87,2024-01-13 09:26:02,Payment,Gabon,Senegal,Imagine require want picture.,False
T003375,E0540,E0130,1038.33,2024-06-17 15:36:06,Wire Transfer,China,Timor-Leste,Wire Transfer #3375,False
T003376,E0120,E0351,344.38,2024-08-19 19:08:24,Payment,Iceland,Bouvet Island (Bouvetoya),Mrs hair feeling finally.,False
T003377,E0628,E0063,149.24,2024-03-27 19:43:19,Wire Transfer,Jordan,French Guiana,Wire Transfer #3377,False
T003378,E0623,E0424,4317.98,2024-08-16 22:11:54,Wire Transfer,Yemen,Niue,Wire Transfer #3378,False
T003379,E0076,E0045,157.04,2024-12-22 01:50:52,Cash Deposit,Congo,Guernsey,Cash Deposit #3379,False
T003380,E0351,E0972,3935.48,2024-08-28 13:29:31,Payment,Bouvet Island (Bouvetoya),United States of America,High short glass quality beautiful.,False
T003381,E0992,E0579,420.71,2024-01-09 22:49:35,Wire Transfer,Sri Lanka,Saint Martin,Wire Transfer #3381,False
T003382,E0163,E0738,200.89,2024-05-06 21:35:09,Payment,Argentina,Kyrgyz Republic,Recent evidence task.,False
T003383,E0928,E0695,202.89,2024-11-10 19:43:46,Wire Transfer,Bahrain,Egypt,Wire Transfer #3383,False
T003384,E0753,E0403,99.69,2024-09-15 19:09:46,Wire Transfer,Cambodia,Vanuatu,Wire Transfer #3384,False
T003385,E0123,E0147,171.23,2024-01-10 02:42:51,Payment,Costa Rica,Montserrat,Travel some cultural.,False
T003386,E0701,E0846,165.45,2024-10-11 13:24:36,Cash Deposit,Namibia,Israel,Cash Deposit #3386,False
T003387,E0403,E0446,464.42,2024-10-27 12:56:35,Payment,Vanuatu,Sudan,Tax company material civil hand.,False
T003388,E0960,E0477,5485.04,2024-05-14 22:20:22,Payment,Isle of Man,Saudi Arabia,Beyond site environment brother believe probably.,False
T003389,E0764,E0303,182.77,2024-07-13 09:06:59,Cash Deposit,Paraguay,Gabon,Cash Deposit #3389,False
T003390,E0903,E0248,498.21,2024-07-03 05:05:22,Wire Transfer,Bhutan,Aruba,Wire Transfer #3390,False
T003391,E0357,E0437,450.89,2024-12-25 22:05:23,Payment,Anguilla,Algeria,Chair talk entire.,False
T003392,E0079,E0296,363.01,2024-07-13 15:17:33,Wire Transfer,Cape Verde,Madagascar,Wire Transfer #3392,False
T003393,E0535,E0057,139.96,2024-01-11 05:50:58,Payment,Ethiopia,Antarctica (the territory South of 60 deg S),Increase reality president task almost.,False
T003394,E0039,E0190,125.41,2024-03-15 05:35:08,Cash Deposit,Croatia,Nepal,Cash Deposit #3394,False
T003395,E0514,E0043,1278.36,2024-04-11 17:54:10,Cash Deposit,Brazil,Norfolk Island,Cash Deposit #3395,False
T003396,E0386,E0303,454.51,2024-07-17 04:01:44,Wire Transfer,Northern Mariana Islands,Gabon,Wire Transfer #3396,False
T003397,E0156,E0994,483.28,2024-03-30 11:12:41,Payment,Mayotte,Canada,Play plant help he those.,False
T003398,E0386,E0419,156.15,2024-08-18 21:23:50,Wire Transfer,Northern Mariana Islands,United Kingdom,Wire Transfer #3398,False
T003399,E0282,E0666,637.99,2024-04-19 03:09:08,Wire Transfer,Vietnam,Greece,Wire Transfer #3399,False
T003400,E0119,E0190,5412.41,2024-02-15 08:56:27,Payment,Dominican Republic,Nepal,Force high majority support usually.,False
T003401,E0883,E0543,400.91,2024-04-06 07:49:18,Wire Transfer,Bouvet Island (Bouvetoya),Finland,Wire Transfer #3401,False
T003402,E0239,E0077,249.05,2024-02-09 07:54:00,Payment,United States Virgin Islands,Bahamas,Way mind imagine.,False
T003403,E0026,E0438,357.32,2024-12-15 22:23:31,Cash Deposit,United Kingdom,Kiribati,Cash Deposit #3403,False
T003404,E0634,E0105,198.14,2024-07-27 11:32:31,Cash Deposit,New Caledonia,Montenegro,Cash Deposit #3404,False
T003405,E0732,E0102,1588.92,2024-10-09 07:41:40,Cash Deposit,Trinidad and Tobago,Brunei Darussalam,Cash Deposit #3405,False
T003406,E0420,E0282,120.78,2024-09-21 06:23:31,Payment,United States Minor Outlying Islands,Vietnam,Someone threat animal high.,False
T003407,E0313,E0072,296.69,2024-06-10 05:12:52,Cash Deposit,Denmark,Kazakhstan,Cash Deposit #3407,False
T003408,E0840,E0173,154.91,2024-04-14 09:14:13,Cash Deposit,Netherlands Antilles,Zimbabwe,Cash Deposit #3408,False
T003409,E0583,E0826,88.51,2024-04-01 23:30:41,Payment,Montenegro,Armenia,Should point create.,False
T003410,E0461,E0624,191.41,2024-12-10 00:09:06,Cash Deposit,Christmas Island,Georgia,Cash Deposit #3410,False
T003411,E0636,E0176,492.4,2024-07-10 06:59:21,Payment,Andorra,Faroe Islands,Grow stage former a former look.,False
T003412,E0080,E0146,352.32,2024-10-24 08:04:00,Cash Deposit,Vietnam,French Guiana,Cash Deposit #3412,False
T003413,E0643,E0374,3129.82,2024-11-23 08:05:20,Cash Deposit,Thailand,Serbia,Cash Deposit #3413,False
T003414,E0553,E0760,105.48,2024-07-28 15:39:41,Payment,Tuvalu,Solomon Islands,Walk brother reflect probably cut old.,False
T003415,E0127,E0879,20.78,2024-09-12 10:15:33,Wire Transfer,Russian Federation,New Caledonia,Wire Transfer #3415,False
T003416,E0296,E0575,687.06,2024-06-01 14:18:39,Payment,Madagascar,Congo,Free wear my similar lay walk.,False
T003417,E0575,E0757,267.41,2024-01-23 06:28:09,Payment,Congo,Bosnia and Herzegovina,Bar month former particular company.,False
T003418,E0753,E0985,817.12,2024-06-29 15:29:01,Payment,Cambodia,Portugal,Decide carry true.,False
T003419,E0104,E0304,1072.61,2024-06-12 23:19:43,Payment,Tuvalu,Czech Republic,Minute these strong land.,False
T003420,E0220,E0217,1036.21,2024-12-09 05:16:13,Payment,France,Benin,Camera ready theory simply little.,False
T003421,E0872,E0092,4555.83,2024-10-03 02:39:00,Cash Deposit,Slovakia (Slovak Republic),Angola,Cash Deposit #3421,False
T003422,E0547,E0409,1735.07,2024-01-19 15:21:39,Cash Deposit,Brazil,Kiribati,Cash Deposit #3422,False
T003423,E0103,E0917,2272.02,2024-08-31 22:44:13,Wire Transfer,Dominica,Guernsey,Wire Transfer #3423,False
T003424,E0105,E0213,726.78,2024-09-04 22:06:19,Payment,Montenegro,Oman,Stock summer always wind herself.,False
T003425,E0012,E0016,18.93,2024-07-20 06:00:58,Wire Transfer,Grenada,Congo,Wire Transfer #3425,False
T003426,E0121,E0965,3417.6,2024-06-04 15:14:10,Payment,Reunion,Faroe Islands,Approach speech give.,False
T003427,E0040,E0713,1702.38,2024-05-10 10:17:21,Payment,Bhutan,Senegal,Quality soon rest building role.,False
T003428,E0905,E0591,422.01,2024-02-06 07:28:51,Payment,United States Virgin Islands,Luxembourg,Design show individual central.,False
T003429,E0585,E0530,180.95,2024-12-07 10:59:44,Cash Deposit,Oman,Niue,Cash Deposit #3429,False
T003430,E0531,E0832,268.36,2024-02-25 15:54:14,Wire Transfer,Panama,Tajikistan,Wire Transfer #3430,False
T003431,E0829,E0365,406.6,2024-11-23 05:40:11,Payment,Cyprus,New Zealand,Add yes themselves media bed.,False
T003432,E0947,E0547,72.33,2024-11-05 10:02:23,Cash Deposit,Mauritania,Brazil,Cash Deposit #3432,False
T003433,E0214,E0893,77.2,2024-06-16 14:49:25,Payment,Vanuatu,Finland,Will box discover throw great star.,False
T003434,E0892,E0437,34.39,2024-04-01 05:53:30,Cash Deposit,Cote d'Ivoire,Algeria,Cash Deposit #3434,False
T003435,E0693,E0685,351.94,2024-06-24 19:07:38,Payment,Holy See (Vatican City State),Botswana,Power talk difficult must office.,False
T003436,E0649,E0507,342.11,2024-06-01 21:00:43,Payment,Yemen,Heard Island and McDonald Islands,Door authority buy structure.,False
T003437,E0329,E0786,396.38,2024-01-04 09:19:35,Wire Transfer,Cayman Islands,Armenia,Wire Transfer #3437,False
T003438,E0991,E0465,325.66,2024-09-08 07:50:52,Payment,Zambia,Brunei Darussalam,Friend play house recently.,False
T003439,E0127,E0564,323.47,2024-02-04 14:26:29,Cash Deposit,Russian Federation,Poland,Cash Deposit #3439,False
T003440,E0940,E0291,237.56,2024-03-23 14:14:42,Cash Deposit,Armenia,Serbia,Cash Deposit #3440,False
T003441,E0871,E0737,3787.99,2024-12-04 03:17:02,Wire Transfer,Timor-Leste,Guinea,Wire Transfer #3441,False
T003442,E0017,E0160,154.79,2024-07-11 03:13:51,Wire Transfer,Dominica,El Salvador,Wire Transfer #3442,False
T003443,E0501,E0159,2884.65,2024-02-28 03:15:59,Cash Deposit,Mali,Palestinian Territory,Cash Deposit #3443,False
T003444,E0947,E0406,709.88,2024-09-14 10:10:56,Payment,Mauritania,Martinique,Executive fear free including on.,False
T003445,E0756,E0314,53.34,2024-05-07 11:44:55,Payment,United States of America,Chile,I perform that minute.,False
T003446,E0997,E0513,179.9,2024-06-20 19:40:54,Payment,Lesotho,Lesotho,Whole apply according fear idea.,False
T003447,E0229,E0419,1568.28,2024-07-06 17:47:45,Payment,Cayman Islands,United Kingdom,Floor point far forget.,False
T003448,E0940,E0429,148.38,2024-07-18 20:56:14,Payment,Armenia,Philippines,Meet manage modern organization current.,False
T003449,E0186,E0649,303.1,2024-08-09 09:58:35,Payment,Monaco,Yemen,Work thought yet become large.,False
T003450,E0468,E0610,67.86,2024-03-18 16:05:12,Wire Transfer,Tanzania,Burkina Faso,Wire Transfer #3450,False
T003451,E0852,E0877,383.67,2024-03-11 16:01:36,Wire Transfer,Mali,Guinea,Wire Transfer #3451,False
T003452,E0331,E0835,161.99,2024-10-03 07:34:32,Cash Deposit,French Southern Territories,Wallis and Futuna,Cash Deposit #3452,False
T003453,E0554,E0646,357.04,2024-04-18 18:29:19,Payment,China,Morocco,Head woman economy baby.,False
T003454,E0517,E0149,117.12,2024-11-29 02:07:03,Wire Transfer,Gibraltar,Samoa,Wire Transfer #3454,False
T003455,E0208,E0590,4757.64,2024-05-12 17:29:26,Wire Transfer,Bouvet Island (Bouvetoya),Denmark,Wire Transfer #3455,False
T003456,E0813,E0368,114.45,2024-01-30 10:03:15,Cash Deposit,Norway,Latvia,Cash Deposit #3456,False
T003457,E0729,E0784,1525.41,2024-05-07 16:17:06,Cash Deposit,Lebanon,Japan,Cash Deposit #3457,False
T003458,E0671,E0274,887.47,2024-10-11 00:24:42,Cash Deposit,Haiti,Denmark,Cash Deposit #3458,False
T003459,E0022,E0478,1199.21,2024-02-26 00:05:01,Payment,Rwanda,Turkmenistan,Field behavior wind.,False
T003460,E0666,E0239,24.04,2024-11-14 07:30:39,Cash Deposit,Greece,United States Virgin Islands,Cash Deposit #3460,False
T003461,E0949,E0593,176.03,2024-05-24 23:35:28,Wire Transfer,Mauritius,Samoa,Wire Transfer #3461,False
T003462,E0289,E0700,214.9,2024-09-14 20:24:56,Cash Deposit,Netherlands,Russian Federation,Cash Deposit #3462,False
T003463,E0696,E0583,106.82,2024-03-15 03:04:40,Wire Transfer,Pakistan,Montenegro,Wire Transfer #3463,False
T003464,E0266,E0336,1259.94,2024-06-18 04:17:39,Payment,Brazil,Taiwan,Lawyer office medical model person.,False
T003465,E0481,E0795,1516.75,2024-12-06 17:21:54,Wire Transfer,French Polynesia,North Macedonia,Wire Transfer #3465,False
T003466,E0578,E0715,793.14,2024-08-04 16:18:43,Cash Deposit,Brazil,Cocos (Keeling) Islands,Cash Deposit #3466,False
T003467,E0064,E0837,13926.04,2024-06-21 12:27:08,Payment,Slovenia,Rwanda,Opportunity ok material.,False
T003468,E0715,E0118,2215.4,2024-01-25 10:42:07,Wire Transfer,Cocos (Keeling) Islands,Norway,Wire Transfer #3468,False
T003469,E0896,E0633,40.92,2024-09-16 23:35:29,Wire Transfer,Solomon Islands,Romania,Wire Transfer #3469,False
T003470,E0299,E0873,25.63,2024-11-21 03:54:36,Payment,Luxembourg,Tajikistan,Along radio side action character.,False
T003471,E0700,E0921,35.63,2024-01-07 23:25:53,Payment,Russian Federation,Philippines,Sense certainly shoulder rise less.,False
T003472,E0001,E0087,1107.5,2024-09-12 20:47:00,Wire Transfer,Oman,Barbados,Wire Transfer #3472,False
T003473,E0015,E0839,97.81,2024-08-24 22:11:09,Payment,Guinea,Sweden,This wide like part.,False
T003474,E0715,E0411,57.86,2024-10-19 00:57:51,Payment,Cocos (Keeling) Islands,French Guiana,Relate seek arm.,False
T003475,E0530,E0912,885.57,2024-04-19 03:07:09,Payment,Niue,Madagascar,Because page drive medical building Mrs.,False
T003476,E0782,E0737,116.14,2024-01-27 07:46:24,Wire Transfer,Denmark,Guinea,Wire Transfer #3476,False
T003477,E0954,E0321,87.7,2024-08-13 17:37:00,Cash Deposit,Dominican Republic,Nauru,Cash Deposit #3477,False
T003478,E0385,E0453,1816.86,2024-01-05 17:59:23,Payment,Bhutan,Palestinian Territory,Work law himself amount.,False
T003479,E0144,E0100,350.82,2024-12-17 05:17:09,Wire Transfer,Turks and Caicos Islands,Saint Barthelemy,Wire Transfer #3479,False
T003480,E0441,E0972,10.59,2024-04-21 00:25:59,Cash Deposit,Norfolk Island,United States of America,Cash Deposit #3480,False
T003481,E0674,E0362,6541.97,2024-11-30 05:12:58,Payment,Burundi,Niue,Serve need order air.,False
T003482,E0718,E0507,3570.81,2024-10-17 02:47:18,Payment,Barbados,Heard Island and McDonald Islands,Blood authority difficult word stock red.,False
T003483,E0788,E0263,336.4,2024-06-21 14:28:19,Wire Transfer,Monaco,British Virgin Islands,Wire Transfer #3483,False
T003484,E0750,E0773,844.04,2024-12-04 05:43:55,Payment,Madagascar,Kazakhstan,Listen reason new.,False
T003485,E0077,E0400,1007.03,2024-10-18 05:16:22,Cash Deposit,Bahamas,Iran,Cash Deposit #3485,False
T003486,E0192,E0234,72.02,2024-01-19 21:00:48,Payment,Austria,Tajikistan,Foot she three already already.,False
T003487,E0621,E0738,26.34,2024-02-22 05:32:39,Wire Transfer,Bhutan,Kyrgyz Republic,Wire Transfer #3487,False
T003488,E0671,E0318,178.45,2024-12-02 03:29:03,Cash Deposit,Haiti,Brunei Darussalam,Cash Deposit #3488,False
T003489,E0585,E0307,9280.55,2024-12-08 20:21:50,Wire Transfer,Oman,United States Virgin Islands,Wire Transfer #3489,False
T003490,E0633,E0683,1888.27,2024-04-19 10:23:49,Wire Transfer,Romania,Belgium,Wire Transfer #3490,False
T003491,E0956,E0146,1439.57,2024-04-05 21:32:16,Cash Deposit,Tonga,French Guiana,Cash Deposit #3491,False
T003492,E0154,E0918,836.41,2024-01-17 18:38:52,Payment,Belarus,Switzerland,College think in enough.,False
T003493,E0451,E0162,811.88,2024-07-13 04:54:16,Cash Deposit,Czech Republic,Saint Barthelemy,Cash Deposit #3493,False
T003494,E0764,E0169,7402.29,2024-02-08 14:42:44,Cash Deposit,Paraguay,Brazil,Cash Deposit #3494,False
T003495,E0055,E0425,4490.08,2024-07-02 03:43:15,Wire Transfer,Uruguay,Uruguay,Wire Transfer #3495,False
T003496,E0717,E0393,148.78,2024-11-11 18:08:11,Payment,Grenada,Kazakhstan,Business civil happen.,False
T003497,E0522,E0183,167.98,2024-10-05 15:06:30,Cash Deposit,Afghanistan,Lebanon,Cash Deposit #3497,False
T003498,E0899,E0068,1477.78,2024-03-12 18:46:10,Cash Deposit,Cambodia,Turkey,Cash Deposit #3498,False
T003499,E0802,E0305,842.72,2024-12-07 22:22:40,Cash Deposit,Canada,El Salvador,Cash Deposit #3499,False
T003500,E0053,E0119,228.13,2024-03-24 18:01:36,Wire Transfer,Sri Lanka,Dominican Republic,Wire Transfer #3500,False
T003501,E0475,E0385,1092.74,2024-02-13 11:44:01,Wire Transfer,Bulgaria,Bhutan,Wire Transfer #3501,False
T003502,E0756,E0218,1633.22,2024-08-11 05:15:40,Wire Transfer,United States of America,Mali,Wire Transfer #3502,False
T003503,E0422,E0718,420.1,2024-04-15 06:11:30,Payment,Guinea,Barbados,Network accept shake deep.,False
T003504,E0482,E0165,373.87,2024-05-25 19:32:47,Payment,Poland,Mauritius,Stuff law various.,False
T003505,E0653,E0933,2952.24,2024-04-28 01:39:36,Payment,Cyprus,Seychelles,When develop never say finish.,False
T003506,E0514,E0141,378.1,2024-05-14 10:01:58,Cash Deposit,Brazil,Uruguay,Cash Deposit #3506,False
